Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Fabric (product.metafields.shopify.fabric),Neckline (product.metafields.shopify.neckline),Scarf/Shawl style (product.metafields.shopify.scarf-shawl-style),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status
ept-06,EPT-06 FIONA,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/3-min_06b476cf-085c-4a5d-b5d7-b814a9d931e7.webp?v=1744957687,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-06,EPT-06 FIONA,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/4-min_be9fb105-3dd7-4d57-be66-0b41b77df59a.webp?v=1744957687,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-06,EPT-06 FIONA,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/5-min_1b0fcb0a-4c4d-4905-b1f2-36514c99b72e.webp?v=1744957687,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-06,EPT-06 FIONA,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/8-min_b235edfa-83f9-4c48-ab86-89cf9c3874dc.webp?v=1744957678,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-06,EPT-06 FIONA,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/1-min_cb9fb1e2-ada0-449b-949d-c8ae9ddb526a.webp?v=1744957678,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-06,EPT-06 FIONA,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/7-min_e3c9193d-a18f-46f6-b6c3-c173c196697b.webp?v=1744957687,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-05,EPT-05 BELA,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/3-min_34d33222-eb33-49d6-adcd-47cc7f0f1f88.webp?v=1744957336,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-05,EPT-05 BELA,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/4-min_a84a743f-d0b0-4338-81d6-e9371cf2fe61.webp?v=1744957336,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-05,EPT-05 BELA,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/5-min_e6822a99-5dda-4845-9401-a38e0da3bffd.webp?v=1744957336,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-05,EPT-05 BELA,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/6-min_5d3046a1-7daa-46aa-904f-a8a853adb154.webp?v=1744957336,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-05,EPT-05 BELA,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/7-min_969bbcf5-84ae-4b59-ac8d-083cc39fc31b.webp?v=1744957337,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-05,EPT-05 BELA,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/1-min_ba1b6e09-bd3f-4cf2-86d5-c54c4c5c7b1f.webp?v=1744957336,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-05,EPT-05 BELA,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/2-min_da3ce89c-7716-4d91-981c-a24b79b710b1.webp?v=1744957336,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-05,EPT-05 BELA,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/3-min_34d33222-eb33-49d6-adcd-47cc7f0f1f88.webp?v=1744957336,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-04,EPT-04 DANAE,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/2-min_0a14b0f2-8705-47f4-be7c-994ed36e2c10.webp?v=1744957295,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-04,EPT-04 DANAE,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/3-min_2d15143a-5e9c-47ec-beba-6fbe0b540cc0.webp?v=1744957295,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-04,EPT-04 DANAE,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/4-min_1ba54c2e-330b-4c7a-b53b-d30a37e7f503.webp?v=1744957295,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-04,EPT-04 DANAE,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/5-min_60442aa4-49cf-4d10-812c-2a3e1ef4a75d.webp?v=1744957295,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-04,EPT-04 DANAE,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/1-min_00c5b8a9-3baf-4951-bb14-72d958749caf.webp?v=1744957295,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-04,EPT-04 DANAE,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/2-min_0a14b0f2-8705-47f4-be7c-994ed36e2c10.webp?v=1744957295,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-03,EPT-03 NAIRE,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/5-min_3ec9c5a4-69f1-4e1a-9483-f87f5fc4af5b.webp?v=1744957273,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-03,EPT-03 NAIRE,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/4-min_a0768e87-4553-46fc-a1cf-8aca3b701423.webp?v=1744957273,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-03,EPT-03 NAIRE,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/3-min_e73edfca-8a9f-43a1-ad40-f359d114e043.webp?v=1744957273,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-03,EPT-03 NAIRE,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/6-min_2ed29075-8d1c-44d8-97fe-df1fd30e07c3.webp?v=1744957270,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-03,EPT-03 NAIRE,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/7-min_ec4e1aae-15e9-481c-a935-43428ccc1ead.webp?v=1744957270,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-03,EPT-03 NAIRE,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/1-min_e7418004-66a1-4c3e-a626-541c62def3a3.webp?v=1744957270,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-03,EPT-03 NAIRE,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/2-min_dd3229b9-31ec-4744-88eb-14a7a6b2edf3.webp?v=1744957270,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-03,EPT-03 NAIRE,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/5-min_3ec9c5a4-69f1-4e1a-9483-f87f5fc4af5b.webp?v=1744957273,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-02,EPT-02 IVERA,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/2-min_79a131ce-0373-4c4a-8302-a3f6de5b365b.webp?v=1744957213,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-02,EPT-02 IVERA,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/1-min_e0256448-c803-4166-be42-db9b0d3950dd.webp?v=1744957213,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-02,EPT-02 IVERA,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/3-min_ea82d8ea-27fb-495e-88a0-e0cbf18a8a00.webp?v=1744957209,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-02,EPT-02 IVERA,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/4-min_5d85bc8a-b6c1-4026-88ab-3262a44a981d.webp?v=1744957209,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-02,EPT-02 IVERA,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/5-min_a24e1b3b-c27c-4c99-beec-89c5b7167ff2.webp?v=1744957209,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-02,EPT-02 IVERA,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/6-min_9a42b74f-be2c-4640-a79d-7f92c663257f.webp?v=1744957209,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-02,EPT-02 IVERA,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/2-min_79a131ce-0373-4c4a-8302-a3f6de5b365b.webp?v=1744957213,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-01,EPT-01 CRIMSAL,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/1-min_f3893906-7ce0-4c89-8af4-c60869ee9024.webp?v=1744893340,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-01,EPT-01 CRIMSAL,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/6-min_5be97c9f-d594-4da9-8f6e-621e2ebd3023.webp?v=1744893570,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-01,EPT-01 CRIMSAL,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/2-min_30b66de2-c425-4720-84fa-32cd7f9fa2a0.webp?v=1744893570,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
ept-01,EPT-01 CRIMSAL,"<p><strong>Type: </strong>2 Piece - Stitched</p>
<p><strong>Fabric:</strong> Lawn<br><b>Shirt: </b>Printed Lawn<b><br>Trouser: </b>Digital Printed Cambric</p>
<p><strong>Note:</strong> All pre-booking orders will be dispatched by <strong data-start=""48"" data-end=""62"">30th April</strong>!</p>",Elaf Premium,,ELAF PRET 2025,"EPT, New In",TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0251/1237/9470/files/4-min_04186e3a-d08c-43c5-9be3-410c995be9ec.webp?v=1744893570,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
